Diario;;;;;;;;;;;
Asiento;Fecha;CuentaD;ImporteD;CuentaH;ImporteH;Concepto;Punteo;ImporteDE;ImporteHE;FactorC;Tipo
7000;02/01/2023;;0;7050000000;24958;Venta N� 1;;0;150;166,386;
7001;02/01/2023;;0;4770000021;5241;Venta N� 1;;181,5;31,5;166,386;
7002;02/01/2023;4300003792;30199;;0;Venta N� 1;;0;0;166,386;
8000;02/01/2023;;0;7050000000;74874;Venta N� 2;;0;450;166,386;
8001;02/01/2023;;0;4770000021;15724;Venta N� 2;;544,5;94,5;166,386;
8002;02/01/2023;4300005814;90598;;0;Venta N� 2;;0;0;166,386;
9000;02/01/2023;;0;7050000000;26622;Venta N� 3;;0;160;166,386;
9001;02/01/2023;;0;4770000021;5591;Venta N� 3;;193,6;33,6;166,386;
9002;02/01/2023;4300002073;32213;;0;Venta N� 3;;0;0;166,386;
10000;02/01/2023;;0;7050000000;66554;Venta N� 4;;0;400;166,386;
10001;02/01/2023;;0;4770000021;13976;Venta N� 4;;484;84;166,386;
10002;02/01/2023;4300001544;80530;;0;Venta N� 4;;0;0;166,386;
11000;02/01/2023;;0;7050000000;16500;Venta N� 5;;0;99,17;166,386;
11001;02/01/2023;;0;4770000021;3465;Venta N� 5;;120;20,83;166,386;
11002;02/01/2023;4300000001;19965;;0;Venta N� 5;;0;0;166,386;
12000;02/01/2023;;0;7050000000;70714;Venta N� 6;;0;425;166,386;
12001;02/01/2023;;0;4770000021;14850;Venta N� 6;;514,25;89,25;166,386;
12002;02/01/2023;4300000561;85564;;0;Venta N� 6;;0;0;166,386;
13000;02/01/2023;;0;7050000000;161394;Venta N� 7;;0;970;166,386;
13001;02/01/2023;;0;4770000021;33893;Venta N� 7;;1173,7;203,7;166,386;
13002;02/01/2023;4300005018;195287;;0;Venta N� 7;;500;0;166,386;
14000;02/01/2023;6210000001;83193;;0;ALQUILER ENERO;;105;0;166,386;
14001;02/01/2023;4720000021;17471;;0;ALQUILER ENERO;;0;0;166,386;
14002;02/01/2023;;0;4751000100;15807;ALQUILER ENERO;;0;95;166,386;
14003;02/01/2023;;0;4100000001;84857;ALQUILER ENERO;;9,92;510;166,386;
15000;02/01/2023;6220000008;1651;;0;SU FRA. N� - 3740;;2,08;0;166,386;
15001;02/01/2023;4720000021;347;;0;SU FRA. N� - 3740;;0;0;166,386;
15002;02/01/2023;;0;4100000081;1998;SU FRA. N� - 3740;;272,25;12;166,386;
16000;02/01/2023;5720000001;45299;4300002283;45299;SU PAGO ;;12,34;272,25;166,386;
17000;02/01/2023;4100000003;2053;5720000001;2053;NUESTRO PAGO ;;303,71;12,34;166,386;
18000;02/01/2023;4100000002;50533;5720000001;50533;NUESTRO PAGO ;;100;303,71;166,386;
19000;02/01/2023;4650000004;16639;5720000001;16639;LIQ. SALARI0S CH/9537703 ;;10;100;166,386;
20000;02/01/2023;6260000002;1664;5720000002;1664;COMISIONES ;;242;10;166,386;
21000;02/01/2023;5720000002;40265;4300005773;40265;SU PAGO ;;290,4;242;166,386;
22000;02/01/2023;5700000000;48318;4300004996;48318;SU PAGO ;;70,59;290,4;166,386;
23000;02/01/2023;6240000001;11745;;0;SU FRA. N� - 0148/22;;14,83;0;166,386;
23001;02/01/2023;4720000021;2468;;0;SU FRA. N� - 0148/22;;0;0;166,386;
23002;02/01/2023;;0;4100000273;14213;SU FRA. N� - 0148/22;;12;85,42;166,386;
24000;02/01/2023;4100000081;1997;5700000000;1997;NUESTRO PAGO ;;85,42;12;166,386;
25000;02/01/2023;4100000273;14213;5700000000;14213;NUESTRO PAGO ;;0;85,42;166,386;
26000;03/01/2023;;0;7050000000;38503;Venta N� 8;;0;231,41;166,386;
26001;03/01/2023;;0;4770000021;8086;Venta N� 8;;280,01;48,6;166,386;
26002;03/01/2023;4300000001;46589;;0;Venta N� 8;;0;0;166,386;
27000;03/01/2023;;0;7050000000;28876;Venta N� 9;;0;173,55;166,386;
27001;03/01/2023;;0;4770000021;6064;Venta N� 9;;210;36,45;166,386;
27002;03/01/2023;4300005815;34940;;0;Venta N� 9;;0;0;166,386;
28000;03/01/2023;;0;7050000000;11647;Venta N� 10;;0;70;166,386;
28001;03/01/2023;;0;4770000021;2446;Venta N� 10;;84,7;14,7;166,386;
28002;03/01/2023;4300005812;14093;;0;Venta N� 10;;456;0;166,386;
29000;03/01/2023;6000000000;75872;;0;SU FRA. N� - 98667;;95,76;0;166,386;
29001;03/01/2023;4720000021;15933;;0;SU FRA. N� - 98667;;0;0;166,386;
29002;03/01/2023;;0;4000000102;91805;SU FRA. N� - 98667;;568,7;551,76;166,386;
30000;03/01/2023;5720000001;94624;4300000663;94624;SU PAGO ;;387,2;568,7;166,386;
31000;03/01/2023;5720000001;64425;4300000663;64425;SU PAGO ;;635,14;387,2;166,386;
32000;03/01/2023;4650000002;105678;5720000001;105678;PAGO SALARIO ;;0,6;635,14;166,386;
33000;03/01/2023;6260000001;100;5720000001;100;GTOS. TRANSF. ;;36;0,6;166,386;
34000;03/01/2023;5550000006;5990;5720000001;5990;Retenci�n AEAT ;;39;36;166,386;
35000;03/01/2023;5720000002;6489;4300000001;6489;SU PAGO FRA. N� 61_TPV ;;250;39;166,386;
36000;03/01/2023;4100000511;41597;5720000002;41597;NUESTRO PAGO ;;145,2;250;166,386;
37000;03/01/2023;4100000244;24159;5720000002;24159;NUESTRO PAGO ;;0;145,2;166,386;
38000;04/01/2023;;0;7050000000;13311;Venta N� 11;;0;80;166,386;
38001;04/01/2023;;0;4770000021;2795;Venta N� 11;;96,8;16,8;166,386;
38002;04/01/2023;4300005184;16106;;0;Venta N� 11;;0;0;166,386;
39000;04/01/2023;;0;7050000000;125122;Venta N� 12;;0;752;166,386;
39001;04/01/2023;;0;4770000021;26276;Venta N� 12;;909,92;157,92;166,386;
39002;04/01/2023;4300002762;151398;;0;Venta N� 12;;0;0;166,386;
40000;04/01/2023;;0;7050000000;44924;Venta N� 13;;0;270;166,386;
40001;04/01/2023;;0;4770000021;9434;Venta N� 13;;326,7;56,7;166,386;
40002;04/01/2023;4300004191;54358;;0;Venta N� 13;;193,6;0;166,386;
41000;04/01/2023;5700000000;32212;4300002073;32212;SU PAGO ;;24,2;193,6;166,386;
42000;04/01/2023;6260000001;4027;5720000001;4027;COMISION MTO. TPV. ;;130;24,2;166,386;
43000;04/01/2023;4650000004;21630;5720000001;21630;LIQ. SALARI0S CH/9537704 ;;544,5;130;166,386;
44000;04/01/2023;5720000001;90597;4300005814;90597;SU PAGO ;;0;544,5;166,386;
45000;05/01/2023;;0;7050000000;36605;Venta N� 14;;0;220;166,386;
45001;05/01/2023;;0;4770000021;7687;Venta N� 14;;266,2;46,2;166,386;
45002;05/01/2023;4300003439;44292;;0;Venta N� 14;;84,7;0;166,386;
46000;05/01/2023;5700000000;14093;4300005812;14093;SU PAGO ;;232,4;84,7;166,386;
47000;05/01/2023;4100000229;38668;;0;RECIBO 31/60 CETELEM ;;58,04;0;166,386;
47001;05/01/2023;6620000003;9657;;0;RECIBO 31/60 CETELEM ;;0;0;166,386;
47002;05/01/2023;;0;5720000001;48325;RECIBO 31/60 CETELEM ;;60,1;290,44;166,386;
48000;05/01/2023;4100000016;10000;5720000001;10000;NUESTRO PAGO ;;266,2;60,1;166,386;
49000;05/01/2023;5720000002;44292;4300004989;44292;SU PAGO FRA. N� 720/22 ;;13;266,2;166,386;
50000;05/01/2023;5720000002;2163;4300000001;2163;SU PAGO FRA. N� 61_TPV ;;226,88;13;166,386;
51000;05/01/2023;5720000002;37750;4300003284;37750;SU PAGO FRA. N� 726/2022 ;;456,92;226,88;166,386;
52000;05/01/2023;4310000000;76025;4300000031;76025;SU PAGO ;;0;456,92;166,386;
53000;09/01/2023;;0;7050000000;8319;Venta N� 15;;0;50;166,386;
53001;09/01/2023;;0;4770000021;1747;Venta N� 15;;60,5;10,5;166,386;
53002;09/01/2023;4300005810;10066;;0;Venta N� 15;;0;0;166,386;
54000;09/01/2023;;0;7050000000;94008;Venta N� 16;;0;565;166,386;
54001;09/01/2023;;0;4770000021;19742;Venta N� 16;;683,65;118,65;166,386;
54002;09/01/2023;4300000038;113750;;0;Venta N� 16;;510;0;166,386;
55000;09/01/2023;4100000001;84857;5720000001;84857;PAGO ALQUILER ;;30;510;166,386;
56000;09/01/2023;5720000002;4992;4300000001;4992;SU PAGO FRA. N� 61_TPV ;;200;30;166,386;
57000;09/01/2023;5700000000;33277;4300005468;33277;SU PAGO ;;0;200;166,386;
58000;10/01/2023;;0;7050000000;11647;Venta N� 17;;0;70;166,386;
58001;10/01/2023;;0;4770000021;2446;Venta N� 17;;84,7;14,7;166,386;
58002;10/01/2023;4300005812;14093;;0;Venta N� 17;;0;0;166,386;
59000;10/01/2023;;0;7050000000;93176;Venta N� 18;;0;560;166,386;
59001;10/01/2023;;0;4770000021;19567;Venta N� 18;;677,6;117,6;166,386;
59002;10/01/2023;4300002281;112743;;0;Venta N� 18;;0;0;166,386;
60000;10/01/2023;;0;7050000000;24958;Venta N� 19;;0;150;166,386;
60001;10/01/2023;;0;4770000021;5241;Venta N� 19;;181,5;31,5;166,386;
60002;10/01/2023;4300005703;30199;;0;Venta N� 19;;100;0;166,386;
61000;10/01/2023;4650000004;16639;5720000001;16639;LIQ. SALARI0S CH/9537705 ;;484;100;166,386;
62000;10/01/2023;5720000001;80531;4300002765;80531;SU PAGO FRAS. 623+606/2022 ;;574,75;484;166,386;
63000;10/01/2023;5720000002;95630;4300005265;95630;SU PAGO FRA. N� 597/2022 ;;1173,7;574,75;166,386;
64000;10/01/2023;5720000002;195287;4300005018;195287;SU PAGO ;;0;1173,7;166,386;
65000;11/01/2023;;0;7050000000;20627;Venta N� 20;;0;123,97;166,386;
65001;11/01/2023;;0;4770000021;4332;Venta N� 20;;150;26,03;166,386;
65002;11/01/2023;4300000001;24959;;0;Venta N� 20;;0;0;166,386;
66000;11/01/2023;;0;7050000000;19966;Venta N� 21;;0;120;166,386;
66001;11/01/2023;;0;4770000021;4193;Venta N� 21;;145,2;25,2;166,386;
66002;11/01/2023;4300005517;24159;;0;Venta N� 21;;0;0;166,386;
67000;11/01/2023;;0;7050000000;8652;Venta N� 22;;0;52;166,386;
67001;11/01/2023;;0;4770000021;1817;Venta N� 22;;62,92;10,92;166,386;
67002;11/01/2023;4300005059;10469;;0;Venta N� 22;;60,5;0;166,386;
68000;11/01/2023;5700000000;10066;4300005810;10066;SU PAGO ;;84,7;60,5;166,386;
69000;11/01/2023;5700000000;14093;4300005812;14093;SU PAGO ;;149,3;84,7;166,386;
70000;11/01/2023;6000000000;24841;;0;SU FRA. N� - 230062 *;;31,35;0;166,386;
70001;11/01/2023;4720000021;5217;;0;SU FRA. N� - 230062 *;;0;0;166,386;
70002;11/01/2023;;0;4000000106;30058;SU FRA. N� - 230062 *;;60;180,65;166,386;
71000;11/01/2023;6000000000;9983;;0;SU FRA. N� - 23008;;12,6;0;166,386;
71001;11/01/2023;4720000021;2096;;0;SU FRA. N� - 23008;;0;0;166,386;
71002;11/01/2023;;0;4000000234;12079;SU FRA. N� - 23008;;1,5;72,6;166,386;
72000;11/01/2023;6690000000;250;;0;SU FRA. N� - 20230008036;;0,32;0;166,386;
72001;11/01/2023;4720000021;53;;0;SU FRA. N� - 20230008036;;0;0;166,386;
72002;11/01/2023;;0;4100000504;303;SU FRA. N� - 20230008036;;1,5;1,82;166,386;
73000;11/01/2023;6690000000;250;;0;SU FRA. N� - 20230008042;;0,32;0;166,386;
73001;11/01/2023;4720000021;53;;0;SU FRA. N� - 20230008042;;0;0;166,386;
73002;11/01/2023;;0;4100000504;303;SU FRA. N� - 20230008042;;1,5;1,82;166,386;
74000;11/01/2023;6690000000;250;;0;SU FRA. N� - 20230008046;;0,32;0;166,386;
74001;11/01/2023;4720000021;53;;0;SU FRA. N� - 20230008046;;0;0;166,386;
74002;11/01/2023;;0;4100000504;303;SU FRA. N� - 20230008046;;181,5;1,82;166,386;
75000;11/01/2023;5720000001;30199;4300003792;30199;RECIBO N/FRA. N� 1 ;;266,2;181,5;166,386;
76000;11/01/2023;5720000001;44292;4300003439;44292;RECIBO N/FRA. N� 14 ;;96,8;266,2;166,386;
77000;11/01/2023;5720000001;16106;4300005184;16106;RECIBO N/FRA. N� 11 ;;1,82;96,8;166,386;
78000;11/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
79000;11/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
80000;11/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;261,36;1,82;166,386;
81000;11/01/2023;5720000001;43487;4300004963;43487;SU PAGO FRA. N� 733/2022 ;;363;261,36;166,386;
82000;11/01/2023;5720000001;60398;4300004999;60398;SU PAGO FRA. N� 695/2022 ;;20;363;166,386;
83000;11/01/2023;5720000002;3328;4300000001;3328;SU PAGO FRA. N� 61_TPV ;;0;20;166,386;
84000;12/01/2023;;0;7050000000;69882;Venta N� 23;;0;420;166,386;
84001;12/01/2023;;0;4770000021;14675;Venta N� 23;;508,2;88,2;166,386;
84002;12/01/2023;4300000079;84557;;0;Venta N� 23;;0;0;166,386;
85000;12/01/2023;;0;7050000000;46588;Venta N� 24;;0;280;166,386;
85001;12/01/2023;;0;4770000021;9783;Venta N� 24;;338,8;58,8;166,386;
85002;12/01/2023;4300004625;56371;;0;Venta N� 24;;0;0;166,386;
86000;12/01/2023;;0;7050000000;44002;Venta N� 25;;0;264,46;166,386;
86001;12/01/2023;;0;4770000021;9240;Venta N� 25;;320;55,54;166,386;
86002;12/01/2023;4300005818;53242;;0;Venta N� 25;;0;0;166,386;
87000;12/01/2023;;0;7050000000;73210;Venta N� 26;;0;440;166,386;
87001;12/01/2023;;0;4770000021;15374;Venta N� 26;;532,4;92,4;166,386;
87002;12/01/2023;4300005023;88584;;0;Venta N� 26;;423,5;0;166,386;
88000;12/01/2023;5720000001;70464;4300005802;70464;SU PAGO ;;0;423,5;166,386;
89000;13/01/2023;;0;7050000000;28876;Venta N� 27;;0;173,55;166,386;
89001;13/01/2023;;0;4770000021;6064;Venta N� 27;;210;36,45;166,386;
89002;13/01/2023;4300005819;34940;;0;Venta N� 27;;150;0;166,386;
90000;13/01/2023;5700000000;24958;4300000001;24958;SU PAGO FRA. N� 20 ;;145,2;150;166,386;
91000;13/01/2023;5700000000;24159;4300005517;24159;SU PAGO ;;62,92;145,2;166,386;
92000;13/01/2023;5700000000;10469;4300005059;10469;SU PAGO ;;1,5;62,92;166,386;
93000;13/01/2023;6690000000;250;;0;SU FRA. N� - 20230010521;;0,32;0;166,386;
93001;13/01/2023;4720000021;53;;0;SU FRA. N� - 20230010521;;0;0;166,386;
93002;13/01/2023;;0;4100000504;303;SU FRA. N� - 20230010521;;1,5;1,82;166,386;
94000;13/01/2023;6690000000;250;;0;SU FRA. N� - 20230010523;;0,32;0;166,386;
94001;13/01/2023;4720000021;53;;0;SU FRA. N� - 20230010523;;0;0;166,386;
94002;13/01/2023;;0;4100000504;303;SU FRA. N� - 20230010523;;586,45;1,82;166,386;
95000;13/01/2023;4000000102;97577;5720000001;97577;NUESTRO PAGO ;;677,6;586,45;166,386;
96000;13/01/2023;5720000001;112743;4300002281;112743;RECIBO N/FRA. N� 18 ;;338,8;677,6;166,386;
97000;13/01/2023;5720000001;56372;4300005100;56372;RECIBO N/FRA. N� 657/2022 ;;1,82;338,8;166,386;
98000;13/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
99000;13/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;130;1,82;166,386;
100000;13/01/2023;4650000004;21630;5720000001;21630;LIQ. SALARI0S CH/9537706 ;;50;130;166,386;
101000;13/01/2023;5720000010;8319;5720000001;8319;RECARGA TARJETA ;;25;50;166,386;
102000;13/01/2023;5720000002;4160;4300000001;4160;SU PAGO FRA. N� 61_TPV ;;306,96;25;166,386;
103000;13/01/2023;4100000254;51074;5720000002;51074;NUESTRO PAGO ;;0;306,96;166,386;
104000;16/01/2023;;0;7050000000;145588;Venta N� 28;;0;875;166,386;
104001;16/01/2023;;0;4770000021;30573;Venta N� 28;;1058,75;183,75;166,386;
104002;16/01/2023;4300002969;176161;;0;Venta N� 28;;0;0;166,386;
105000;16/01/2023;;0;7050000000;11647;Venta N� 29;;0;70;166,386;
105001;16/01/2023;;0;4770000021;2446;Venta N� 29;;84,7;14,7;166,386;
105002;16/01/2023;4300005812;14093;;0;Venta N� 29;;245,03;0;166,386;
106000;16/01/2023;4000000103;40770;5720000001;40770;NUESTRO PAGO ;;100;245,03;166,386;
107000;16/01/2023;4650000004;16639;5720000001;16639;LIQ. SALARI0S CH/9537707 ;;254,1;100;166,386;
108000;16/01/2023;5720000001;42279;4300003977;42279;SU PAGO FRA. N� 612/2022 ;;320;254,1;166,386;
109000;16/01/2023;5720000002;53244;4300005818;53244;SU PAGO ;;290,4;320;166,386;
110000;16/01/2023;5700000000;48318;4300005238;48318;SU PAGO ;;363;290,4;166,386;
111000;16/01/2023;5720000002;60398;4300002268;60398;SU PAGO FRA. N� 363/2022 ;;0;363;166,386;
112000;17/01/2023;;0;7050000000;36605;Venta N� 30;;0;220;166,386;
112001;17/01/2023;;0;4770000021;7687;Venta N� 30;;266,2;46,2;166,386;
112002;17/01/2023;4300005821;44292;;0;Venta N� 30;;341,5;0;166,386;
113000;17/01/2023;6000000000;56821;;0;SU FRA. N� - 98884;;71,72;0;166,386;
113001;17/01/2023;4720000021;11932;;0;SU FRA. N� - 98884;;0;0;166,386;
113002;17/01/2023;;0;4000000102;68753;SU FRA. N� - 98884;;1,5;413,22;166,386;
114000;17/01/2023;6690000000;250;;0;SU FRA. N� - 20230013495;;0,32;0;166,386;
114001;17/01/2023;4720000021;53;;0;SU FRA. N� - 20230013495;;0;0;166,386;
114002;17/01/2023;;0;4100000504;303;SU FRA. N� - 20230013495;;1,5;1,82;166,386;
115000;17/01/2023;6690000000;250;;0;SU FRA. N� - 20230013499;;0,32;0;166,386;
115001;17/01/2023;4720000021;53;;0;SU FRA. N� - 20230013499;;0;0;166,386;
115002;17/01/2023;;0;4100000504;303;SU FRA. N� - 20230013499;;2129,6;1,82;166,386;
116000;17/01/2023;5720000001;354336;4300005748;354336;RECIBO N/FRA. N� 614/2022 ;;181,5;2129,6;166,386;
117000;17/01/2023;5720000001;30199;4300005703;30199;RECIBO N/FRA. N� 19 ;;1,82;181,5;166,386;
118000;17/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
119000;17/01/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;338,8;1,82;166,386;
120000;17/01/2023;5720000001;56372;4300004625;56372;SU PAGO ;;20;338,8;166,386;
121000;17/01/2023;5720000002;3328;4300000001;3328;SU PAGO FRA. N� 61_TPV ;;0;20;166,386;
122000;18/01/2023;;0;7050000000;113974;Venta N� 31;;0;685;166,386;
122001;18/01/2023;;0;4770000021;23935;Venta N� 31;;828,85;143,85;166,386;
122002;18/01/2023;4300000341;137909;;0;Venta N� 31;;0;0;166,386;
123000;18/01/2023;;0;7050000000;38269;Venta N� 32;;0;230;166,386;
123001;18/01/2023;;0;4770000021;8036;Venta N� 32;;278,3;48,3;166,386;
123002;18/01/2023;4300004627;46305;;0;Venta N� 32;;12,4;0;166,386;
124000;18/01/2023;6280000108;2063;;0;SU FRA. N� - 88;;2,6;0;166,386;
124001;18/01/2023;4720000021;433;;0;SU FRA. N� - 88;;0;0;166,386;
124002;18/01/2023;;0;4100000088;2496;SU FRA. N� - 88;;15;15;166,386;
125000;18/01/2023;4100000088;2496;5700000000;2496;NUESTRO PAGO ;;0;15;166,386;
126000;19/01/2023;;0;7050000000;13311;Venta N� 33;;0;80;166,386;
126001;19/01/2023;;0;4770000021;2795;Venta N� 33;;96,8;16,8;166,386;
126002;19/01/2023;4300000001;16106;;0;Venta N� 33;;0;0;166,386;
127000;19/01/2023;;0;7050000000;118966;Venta N� 34;;0;715;166,386;
